title,content,displaytitle,category,resourcetype,featureimage,,resourcepopupurl,filetitle,filetype,downloadablefile,externallink,audiopreview,previewonly,maindownload,note
使用電腦軟件,,使用電腦軟件,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件.jpg,使用電腦軟件,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件.jpg,,,,,
使用電腦軟件2,,使用電腦軟件2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件2.jpg,使用電腦軟件2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用電腦軟件2.jpg,,,,,
來歷不明的電郵,,來歷不明的電郵,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/來歷不明的電郵.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/來歷不明的電郵.jpg,來歷不明的電郵,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/來歷不明的電郵.jpg,,,,,
保護個人資料,,保護個人資料,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料.jpg,保護個人資料,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料.jpg,,,,,
保護個人資料2,,保護個人資料2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料2.jpg,保護個人資料2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料2.jpg,,,,,
保護個人資料3,,保護個人資料3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料3.jpg,保護個人資料3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/保護個人資料3.jpg,,,,,
個人資料被盜用,,個人資料被盜用,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/個人資料被盜用.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/個人資料被盜用.jpg,個人資料被盜用,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/個人資料被盜用.jpg,,,,,
做功課,,做功課,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/做功課.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/做功課.jpg,做功課,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/做功課.jpg,,,,,
傳送電郵,,傳送電郵,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵.jpg,傳送電郵,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵.jpg,,,,,
傳送電郵2,,傳送電郵2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵2.jpg,傳送電郵2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/傳送電郵2.jpg,,,,,
別沈迷上網,,別沈迷上網,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/別沈迷上網.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/別沈迷上網.jpg,別沈迷上網,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/別沈迷上網.jpg,,,,,
利用互聯網尋找資訊,,利用互聯網尋找資訊,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊.jpg,利用互聯網尋找資訊,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊.jpg,,,,,
利用互聯網尋找資訊2,,利用互聯網尋找資訊2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊2.jpg,利用互聯網尋找資訊2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊2.jpg,,,,,
利用互聯網尋找資訊3,,利用互聯網尋找資訊3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊3.jpg,利用互聯網尋找資訊3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/利用互聯網尋找資訊3.jpg,,,,,
含暴力內容的網頁,,含暴力內容的網頁,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力內容的網頁.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力內容的網頁.jpg,含暴力內容的網頁,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力內容的網頁.jpg,,,,,
含賭博成分的網頁,,含賭博成分的網頁,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含賭博成分的網頁.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含賭博成分的網頁.jpg,含賭博成分的網頁,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含賭博成分的網頁.jpg,,,,,
在網上發表意,,在網上發表意,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在網上發表意.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在網上發表意.jpg,在網上發表意,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在網上發表意.jpg,,,,,
學習英語,,學習英語,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/學習英語.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/學習英語.jpg,學習英語,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/學習英語.jpg,,,,,
安裝應用程式,,安裝應用程式,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式.jpg,安裝應用程式,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式.jpg,,,,,
安裝應用程式2,,安裝應用程式2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式2.jpg,安裝應用程式2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝應用程式2.jpg,,,,,
安裝防毒軟件,,安裝防毒軟件,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝防毒軟件.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝防毒軟件.jpg,安裝防毒軟件,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/安裝防毒軟件.jpg,,,,,
收集個人資料,,收集個人資料,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料.jpg,收集個人資料,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料.jpg,,,,,
收集個人資料2,,收集個人資料2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料2.jpg,收集個人資料2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料2.jpg,,,,,
收集個人資料3,,收集個人資料3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料3.jpg,收集個人資料3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/收集個人資料3.jpg,,,,,
未經確實的訊息,,未經確實的訊息,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/未經確實的訊息.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/未經確實的訊息.jpg,未經確實的訊息,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/未經確實的訊息.jpg,,,,,
沉迷上網,,沉迷上網,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網.jpg,沉迷上網,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網.jpg,,,,,
沉迷上網2,,沉迷上網2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網2.jpg,沉迷上網2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網2.jpg,,,,,
沉迷上網3,,沉迷上網3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網3.jpg,沉迷上網3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網3.jpg,,,,,
沉迷上網4,,沉迷上網4,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網4.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網4.jpg,沉迷上網4,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網4.jpg,,,,,
沉迷上網5,,沉迷上網5,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網5.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網5.jpg,沉迷上網5,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/沉迷上網5.jpg,,,,,
瀏覽色情網頁,,瀏覽色情網頁,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/瀏覽色情網頁.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/瀏覽色情網頁.jpg,瀏覽色情網頁,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/瀏覽色情網頁.jpg,,,,,
看劇集,,看劇集,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看劇集.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看劇集.jpg,看劇集,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看劇集.jpg,,,,,
看電影,,看電影,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看電影.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看電影.jpg,看電影,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/看電影.jpg,,,,,
網上交友,,網上交友,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友.jpg,網上交友,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友.jpg,,,,,
網上交友2,,網上交友2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友2.jpg,網上交友2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友2.jpg,,,,,
網上交友3,,網上交友3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友3.jpg,網上交友3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上交友3.jpg,,,,,
網上購物,,網上購物,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上購物.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上購物.jpg,網上購物,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上購物.jpg,,,,,
網絡欺凌,,網絡欺凌,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網絡欺凌.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網絡欺凌.jpg,網絡欺凌,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網絡欺凌.jpg,,,,,
視像對話,,視像對話,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話.jpg,視像對話,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話.jpg,,,,,
視像對話2,,視像對話2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話2.jpg,視像對話2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/視像對話2.jpg,,,,,
逃避現實,,逃避現實,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/逃避現實.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/逃避現實.jpg,逃避現實,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/逃避現實.jpg,,,,,
閱讀電子書,,閱讀電子書,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀電子書.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀電子書.jpg,閱讀電子書,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀電子書.jpg,,,,,
電腦病毒,,電腦病毒,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/電腦病毒.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/電腦病毒.jpg,電腦病毒,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/電腦病毒.jpg,,,,,
非法下載音樂,,非法下載音樂,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載音樂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載音樂.jpg,非法下載音樂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載音樂.jpg,,,,,
